"","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search"
"1203",1,"True",7,3,38,"Female",1,2,0,0,"1725",4,"jan 28_3","R_D6qKP35pFQGzxcJ",-3,1
"1204",1,"True",6,1,35,"Female",0,3,NA,1,"1716",3.9,"jan 28_3","R_1jqDmSsGo4cBZHQ",NA,1
"1205",0,"CND",4,0,18,"Female",0,2,NA,1,"966",2.6,"jan 28_3","R_2DXMvRYmZHVvK4U",NA,1
"1206",1,"True",7,0,18,"Female",1,1,NA,1,"1280",3.9,"jan 28_3","R_1InOEEYGiRuMAnU",NA,1
"1207",1,"True",7,1,50,"Female",1,1,0,1,"30132",3.1,"jan 28_3","R_24PpEytrZ5H4wA4",0,1
"1208",0,"Misl/False",3,4,44,"Male",1,1,0,0,"629",4.1,"jan 28_4","R_2TNM9EU0OywStsV",-2,1
"1209",1,"True",7,1,33,"Female",0,2,0,1,"1245",3.3,"jan 28_4","R_3m1PiLDm5dcTseK",0,1
"1210",1,"True",7,3,56,"Male",3,2,1,1,"1092",3.3,"jan 28_4","R_2q7R9SeMv0a2N7C",2,1
"1211",1,"True",6,4,57,"Male",3,3,1,0,"773",4.5,"jan 28_4","R_V3Fm99Fc5Tt5Veh",2,1
"1212",1,"True",7,2,69,"Male",0,4,1,1,"1054",4.5,"jan 28_4","R_1cUJQWnr0gqslAk",3,1
"1213",0,"Misl/False",2,3,59,"Male",2,0,1,0,"1296",4.6,"jan 28_4","R_pRyI1Zrbs367Ie5",2,1
"1214",1,"True",6,3,68,"Male",0,1,1,1,"1015",3.1,"jan 28_4","R_2YkQvNyibSLls0I",3,1
"1215",0,"Misl/False",2,4,56,"Male",1,3,0,1,"2044",4,"jan 28_4","R_1OkmMVdT30IhJxt",0,1
"1216",1,"True",5,1,44,"Male",0,1,1,1,"2043",4.1,"jan 28_4","R_2VszjFMANAzdFaY",1,1
"1217",1,"True",6,1,61,"Male",2,3,0,1,"2082",4.4,"jan 28_4","R_2qfsyPfVGVj6s3k",-1,1
"1218",1,"True",6,4,59,"Male",0,1,0,1,"2479",2.9,"jan 28_4","R_z6bRLhpLiFGUUrT",0,1
"1219",1,"True",7,4,63,"Male",1,3,1,0,"2290",3.6,"jan 28_4","R_6mXoUK7xpxD7Sjn",2,1
"1220",0,"Misl/False",3,4,78,"Male",1,3,0,1,"1626",4.4,"jan 28_4","R_Doe9xKWUDh6GtlD",-1,1
"1221",1,"True",7,3,71,"Male",2,1,1,1,"2011",3.5,"jan 28_4","R_2TB0TNJI0unlse8",2,1
"1222",1,"True",6,3,55,"Female",2,1,1,1,"1805",4.6,"jan 28_4","R_33yiUnppwk6TCEK",1,1
"1223",0,"Misl/False",2,3,70,"Male",1,0,0,1,"1840",1.8,"jan 28_4","R_25FlKnmg08dnrJU",0,1
"1224",0,"Misl/False",3,4,49,"Male",0,2,0,0,"1230",5,"jan 28_4","R_2qftUiTRlSBJYSp",-2,1
"1225",0,"CND",4,4,70,"Male",1,1,0,1,"1301",3.4,"jan 28_4","R_3g4Se1tVagzgVMI",0,1
"1226",0,"Misl/False",2,3,69,"Male",1,2,0,1,"4676",3.2,"jan 28_4","R_1GP8h04SbXx2LOo",0,1
"1227",0,"Misl/False",1,4,31,"Female",2,3,0,1,"551",4.8,"jan 28_4","R_3gYhiZUFCYmHMgv",-3,1
"1228",1,"True",6,3,29,"Female",2,1,0,0,"660",3.9,"jan 28_4","R_2riLtwLk6sGWo5j",0,1
"1229",0,"CND",4,3,27,"Female",2,1,1,0,"726",2.3,"jan 28_4","R_eKymgFLBbvudYQ1",3,1
"1230",1,"True",6,1,80,"Male",0,2,0,0,"1633",3.5,"jan 28_4","R_3k7bPvwZCQlE7PV",-1,1
"1231",1,"True",7,1,67,"Male",0,1,1,0,"1515",2.2,"jan 28_4","R_23ehmjff40Sf9MY",1,1
"1232",1,"True",4,0,26,"Female",0,0,0,0,"597",3.9,"jan 28_4","R_3g7QKkUTtWVDPo5",0,1
"1233",1,"True",7,4,46,"Female",0,3,0,0,"1323",3.8,"jan 28_4","R_12gNWcLBuZNWW61",-2,1
"1234",1,"True",6,1,41,"Female",0,1,0,0,"1379",3.2,"jan 28_4","R_1k14CGIvVv2ylYw",0,1
"1235",1,"True",4,4,35,"Female",2,3,0,1,"1799",4.8,"jan 28_4","R_1mfTFMpmRxZgnxi",-2,1
"1236",0,"CND",4,1,26,"Female",0,0,1,0,"1567",3.4,"jan 28_4","R_3s5jzyQSVQDFBJU",1,1
"1237",1,"True",4,1,40,"Female",1,1,0,1,"1549",2.9,"jan 28_4","R_2zG4pgpR76FQAyI",-2,1
"1238",0,"Misl/False",4,4,43,"Female",2,2,1,1,"2018",3.2,"jan 28_4","R_3nq0bxQGs8IFsvf",1,1
"1239",0,"Misl/False",4,4,41,"Female",1,1,0,1,"1453",3.6,"jan 28_4","R_1M55vgionpAXWTL",-2,1
"1240",1,"True",7,3,28,"Female",0,3,1,0,"2564",3.7,"jan 28_4","R_uzcmr1XIAeaIryV",2,1
"1241",0,"Misl/False",4,1,28,"Female",0,2,0,0,"1914",4.4,"jan 28_4","R_BEUjjpuHtpyMHqF",-3,1
"1242",0,"Misl/False",3,2,44,"Female",1,1,0,0,"1885",3.9,"jan 28_4","R_3fHmzQQYjUqUWiO",0,1
"1243",1,"True",6,1,39,"Female",0,2,0,0,"1950",3.8,"jan 28_4","R_z6kzmfCHiPLF34l",0,1
"1244",0,"Misl/False",6,1,23,"Female",0,4,0,0,"2175",4.5,"jan 28_4","R_3hsyDpz1IZumhJd",-2,1
"1245",0,"CND",3,1,33,"Female",1,0,0,0,"5929",2.2,"jan 28_4","R_2q2amFmz1SwU0q6",0,1
"1246",1,"True",6,3,28,"Female",1,1,0,0,"9053",3.8,"jan 28_4","R_31oRNC5yGSbos5i",-2,1
"1247",0,"CND",4,3,35,"Female",1,3,0,0,"73894",3.3,"jan 28_4","R_2eQIEWaicVqLSya",0,1
"1248",1,"True",7,1,19,"Female",0,2,0,1,"975",3,"jan 28_4","R_427iNv1xLgdkFdD",-1,1
"1249",0,"CND",3,0,31,"Female",0,2,NA,1,"852",1.9,"jan 28_5","R_20SEOUQX09OwWwE",NA,1
"1250",1,"True",7,1,68,"Male",0,1,0,1,"997",4.5,"jan 28_5","R_YR1hsnK1CpYLGvf",-1,1
"1251",1,"True",7,1,20,"Female",0,2,0,1,"969",4,"jan 28_5","R_1QmGrRe3hzIPJDt",0,1
"1252",1,"True",7,4,41,"Male",0,2,0,1,"1123",3.3,"jan 28_5","R_1nU955iNQn7sFpQ",2,1
"1253",1,"True",7,4,53,"Male",3,1,0,1,"1142",5,"jan 28_5","R_RskNofrya0E4iOt",-1,1
"1254",1,"True",7,5,65,"Male",1,2,0,1,"1482",5,"jan 28_5","R_1msLlRxikopgP20",-2,1
"1255",1,"True",7,2,64,"Male",1,2,0,1,"1317",2.8,"jan 28_5","R_1o6yZ782rFZtjVp",-2,1
"1256",1,"True",7,1,63,"Male",0,1,0,1,"1655",3.5,"jan 28_5","R_117st4Yzy4fa6tP",3,1
"1257",1,"True",6,3,65,"Male",1,3,0,1,"2036",2.5,"jan 28_5","R_3PXJmHWTmBMxnGc",1,1
"1258",1,"True",7,3,71,"Male",1,2,0,1,"1676",2.9,"jan 28_5","R_1j8036lbaJWWMmJ",0,1
"1259",1,"True",7,3,59,"Male",1,0,0,0,"2160",3.9,"jan 28_5","R_1r6SHLrxnS6u4xE",0,1
"1260",0,"CND",4,4,70,"Male",1,0,0,1,"956",4.2,"jan 28_5","R_29akVNpSVvYrXXR",1,1
"1261",1,"True",7,3,61,"Male",2,2,0,1,"2336",3,"jan 28_5","R_2WOvcxgkijgFxw2",2,1
"1262",1,"True",7,3,72,"Male",0,1,0,1,"1312",3.5,"jan 28_5","R_1TeTCwvsX6CXfnb",-2,1
"1263",1,"True",7,4,60,"Male",1,2,0,0,"1318",2.7,"jan 28_5","R_XTAKkNawhssJmkp",3,1
"1264",1,"True",7,3,74,"Male",2,1,0,1,"1196",4.6,"jan 28_5","R_2uwUvlW52nq3b8w",0,1
"1265",1,"True",7,1,30,"Female",0,1,0,1,"653",3.4,"jan 28_5","R_1CI5TWgohmKRu2n",2,1
"1266",0,"CND",6,2,38,"Female",0,2,0,1,"788",4,"jan 28_5","R_273tjGcNhO8aeCY",0,1
"1267",1,"True",7,3,43,"Female",1,2,0,1,"861",4.6,"jan 28_5","R_1IKIgvgHCEKNFbl",2,1
"1268",1,"True",7,3,48,"Female",2,3,0,1,"891",4.5,"jan 28_5","R_2DNPhnlf8uvytoF",0,1
"1269",1,"True",7,3,23,"Female",1,1,0,1,"1196",4.9,"jan 28_5","R_OkamgC3pGD90T3r",0,1
"1270",1,"True",5,1,25,"Female",1,2,0,1,"969",2.4,"jan 28_5","R_5b7Rp8zTkSCTqDv",1,1
"1271",1,"True",6,1,45,"Female",1,0,0,0,"879",3.3,"jan 28_5","R_3fiV9eDY4yVqr9k",1,1
"1272",1,"True",7,4,29,"Female",0,4,0,1,"1407",4.7,"jan 28_5","R_3mmlpPVdbj80xZO",-3,1
"1273",1,"True",7,3,34,"Female",0,1,0,1,"1259",3.4,"jan 28_5","R_1EWFTqthwvtBlBN",-3,1
"1274",1,"True",7,1,35,"Female",0,3,0,1,"1545",4.2,"jan 28_5","R_1QLVqa3zsTzKs8k",0,1
"1275",1,"True",7,1,23,"Female",0,2,0,1,"1620",4.6,"jan 28_5","R_2YFZMBkSe7VazfN",-3,1
"1276",0,"CND",4,3,46,"Female",1,0,0,1,"1163",3.5,"jan 28_5","R_22KfNCI2rxNDwWP",-1,1
"1277",0,"CND",2,1,38,"Female",0,0,NA,1,"1864",2.5,"jan 28_5","R_27VRQbxenDB6Lz1",NA,1
"1278",1,"True",7,4,45,"Male",2,3,0,1,"1784",4.8,"jan 28_5","R_1f1VNXW2MFakK1L",1,1
"1279",1,"True",7,3,41,"Female",2,3,0,1,"1346",4.3,"jan 28_5","R_85Df6PlYuoRiE25",2,1
"1280",1,"True",7,2,30,"Female",2,3,0,1,"1662",2.6,"jan 28_5","R_1FDoRXtjH5kjaqM",-2,1
"1281",1,"True",7,2,50,"Female",1,0,0,1,"2998",5,"jan 28_5","R_2dp5DcvKygzYJXT",0,1
"1282",1,"True",6,1,37,"Female",1,1,0,0,"2513",4.1,"jan 28_5","R_3pbDoEdezI4wl5s",1,1
"1283",1,"True",6,3,29,"Female",1,1,0,1,"3849",4,"jan 28_5","R_9ug7vK1zlW3QsIV",-2,1
"1284",1,"True",5,4,43,"Female",3,3,0,1,"9999",4.4,"jan 28_5","R_2z8hZns8XcXU4ha",-2,1
"1285",1,"True",7,1,30,"Female",0,2,0,1,"983",4.3,"jan 28_5","R_24deMfBk7B1faCY",0,1
"1286",1,"True",5,1,33,"Male",2,3,0,1,"2009",2.9,"feb 4_4","R_1eXEw1m0bM2wOL8",0,1
"1287",1,"True",3,1,20,"Male",0,0,0,0,"619",4.3,"feb 4_4","R_3PBju6RMmhmqjJp",0,1
"1288",0,"CND",4,2,43,"Male",0,0,NA,0,"1307",2.4,"feb 4_4","R_1Ed6MDKXQOLCfxX",NA,1
"1289",1,"True",7,4,41,"Male",1,2,0,1,"774",5,"feb 4_4","R_30nGXPZJuHUNHRW",1,1
"1290",1,"True",5,4,60,"Male",2,0,0,1,"1482",3.6,"feb 4_4","R_2TNw9u21cL3CWDE",1,1
"1291",1,"True",7,3,28,"Male",1,2,0,0,"1240",4.6,"feb 4_4","R_2xRaSWbo4zrJumA",1,1
"1292",1,"True",6,4,64,"Male",2,2,0,1,"1344",4.2,"feb 4_4","R_Ox5EEEFMYJ8qrZL",-2,1
"1293",1,"True",5,1,28,"Male",1,3,0,0,"745",4.5,"feb 4_4","R_2CQhRhNySbxbcqF",1,1
"1294",1,"True",6,2,43,"Male",0,1,0,1,"2195",2,"feb 4_4","R_2E5BuvUElKmNxvv",2,1
"1295",1,"True",7,4,60,"Male",3,4,0,1,"1054",2.3,"feb 4_4","R_29hsCvR3aLqHoP0",-2,1
"1296",0,"CND",6,3,34,"Male",1,0,0,1,"996",3.1,"feb 4_4","R_1d7cww2NCovinK0",0,1
"1297",1,"True",4,1,19,"Female",0,4,0,0,"428",3,"feb 4_4","R_D2bnGwfZuF4mQKd",-1,1
"1298",1,"True",5,3,29,"Female",1,1,0,0,"861",3.9,"feb 4_4","R_2fBUiZEBNlsV1Ck",-2,1
"1299",1,"True",5,4,54,"Female",2,1,0,1,"1075",3.8,"feb 4_4","R_DTXXRRNLqJT8GpH",2,1
"1300",1,"True",6,1,42,"Male",0,3,0,1,"2457",5,"feb 4_4","R_3e95hl6zgFxAz7x",-2,1
"1301",0,"CND",4,1,54,"Male",1,0,0,0,"1655",3.6,"feb 4_4","R_31iWE6Eec3nmLsl",3,1
"1302",0,"Misl/False",1,3,25,"Female",1,3,0,0,"686",4.5,"feb 4_4","R_SK6GbF7uettCaEp",0,1
"1303",1,"True",7,3,35,"Male",1,3,0,1,"653",5,"feb 4_4","R_O8r3EFXNnQtXfXP",0,1
"1304",1,"True",7,2,27,"Female",0,2,0,0,"1602",4.7,"feb 4_4","R_1C1MOJ4pKFUjcJY",-2,1
"1305",1,"True",7,2,56,"Male",1,1,0,1,"7443",3.5,"feb 4_4","R_28Ne8kWDwa05TaB",2,1
"1306",1,"True",6,3,40,"Male",1,3,0,1,"1302",4.8,"feb 4_4","R_3NCYfQGM5sR8xLq",-2,1
"1307",1,"True",7,2,72,"Male",1,2,0,1,"1141",4.6,"feb 4_4","R_3iUP52P3r2QifBU",-2,1
"1308",1,"True",5,1,22,"Male",0,2,0,1,"1107",4.4,"feb 4_4","R_1dcu9OZlHVaWgDC",-3,1
"1309",1,"True",7,1,41,"Male",0,2,0,1,"1364",3.6,"feb 4_4","R_1ruGk37289dEJZf",-1,1
"1310",1,"True",6,1,39,"Male",0,2,0,1,"2132",4.8,"feb 4_4","R_2txOg8ewtM60Q7h",-1,1
"1311",1,"True",7,3,37,"Female",1,2,0,1,"1314",3.7,"feb 4_4","R_To9OYQpehK2rz8J",2,1
"1312",1,"True",7,3,46,"Female",2,2,0,0,"1706",2,"feb 4_4","R_22SlQRKpVE8k0Ss",1,1
"1313",1,"True",6,3,68,"Female",1,1,NA,1,"4890",2.8,"feb 4_4","R_2EauA7GysGuYWES",NA,1
"1314",0,"CND",3,3,43,"Female",1,1,0,1,"981",4.2,"feb 4_4","R_3Mo5e081RD0ftFD",1,1
"1315",1,"True",7,3,41,"Female",1,2,0,0,"2242",4.4,"feb 4_4","R_3PAmsd1kiaARam8",1,1
"1316",1,"True",6,4,64,"Female",2,2,0,1,"1659",4.7,"feb 4_4","R_1Qsdkw7qyodVUvE",0,1
"1317",0,"CND",5,3,63,"Female",0,2,0,0,"1053",5,"feb 4_4","R_27QIJlGxtzF69Pm",0,1
"1318",1,"True",5,4,60,"Female",3,0,0,1,"696",5,"feb 4_4","R_6kVDmRYpgVrrjc5",0,1
"1319",1,"True",6,3,23,"Male",1,1,0,0,"845",3.4,"feb 4_5","R_1hM6iu3N3g0a8hd",-1,1
"1320",0,"CND",5,1,44,"Male",0,2,0,0,"1644",1.9,"feb 4_5","R_1LRTnmOOG5zKhIi",2,1
"1321",1,"True",7,3,30,"Male",1,2,0,1,"1960",4.8,"feb 4_5","R_3eyRLkHZFibblZM",-1,1
"1322",0,"CND",5,3,41,"Male",1,2,0,1,"1548",5,"feb 4_5","R_57S06uQmbDS8Ljr",2,1
"1323",1,"True",6,1,18,"Male",0,2,0,1,"980",5,"feb 4_5","R_3QEm1jxbLwQ5UE9",-2,1
"1324",1,"True",6,1,42,"Male",1,2,0,0,"984",4.8,"feb 4_5","R_1dmMGK0dStayvhJ",-2,1
"1325",1,"True",5,3,20,"Male",1,1,0,1,"645",4.6,"feb 4_5","R_28BuxhyCkTYQM2q",1,1
"1326",0,"Misl/False",3,3,52,"Male",1,2,0,1,"4548",2.8,"feb 4_5","R_W8s15NT4cWvgOmB",0,1
"1327",1,"True",7,1,36,"Male",1,1,0,1,"1205",4,"feb 4_5","R_33wjMrxtvOzXMGg",-3,1
"1328",0,"Misl/False",3,2,53,"Male",0,0,0,0,"3435",5,"feb 4_5","R_2ZHTYXJKvSSZayB",3,1
"1329",1,"True",5,3,36,"Female",1,0,0,0,"631",4.9,"feb 4_5","R_2qCzkCvzkMz3cP0",1,1
"1330",0,"Misl/False",5,1,27,"Female",0,1,0,0,"580",4.1,"feb 4_5","R_yvXXmkL4gZP6P17",0,1
"1331",1,"True",6,1,62,"Female",1,0,0,0,"1302",4.4,"feb 4_5","R_2QiGdP08QXjcBxw",1,1
"1332",1,"True",6,2,23,"Female",0,0,0,0,"1122",4.2,"feb 4_5","R_10uSVdzFZJYDZwO",-3,1
"1333",1,"True",6,3,25,"Female",1,2,0,1,"918",4.4,"feb 4_5","R_1dNDbN3EXqGvsBW",1,1
"1334",1,"True",7,3,51,"Female",1,0,0,1,"1693",4.3,"feb 4_5","R_2foAyIOxpbiSYFG",1,1
"1335",1,"True",5,1,18,"Male",1,0,0,1,"907",3.6,"feb 4_5","R_1mWyTmXDhOm9tJf",-1,1
"1336",1,"True",4,1,21,"Male",0,2,0,0,"660",3,"feb 4_5","R_XZmbrAs5OGSOVNv",-2,1
"1337",0,"CND",4,4,67,"Male",3,3,0,0,"1019",2.7,"feb 4_5","R_30vCevv8D75SIQo",1,1
"1338",1,"True",6,1,57,"Male",1,1,0,1,"2548",4.3,"feb 4_5","R_2tbYfgK2TZW3Ne8",2,1
"1339",1,"True",5,2,21,"Male",0,3,0,0,"1132",3,"feb 4_5","R_2rq0JLphkStGyw6",0,1
"1340",1,"True",6,0,18,"Male",0,0,0,1,"846",3.3,"feb 4_5","R_2pPLJu8fy8ooim8",2,1
"1341",1,"True",5,3,25,"Male",0,3,0,1,"1235",4.5,"feb 4_5","R_eQCdTIneQlzmyNH",-1,1
"1342",0,"CND",5,0,32,"Male",0,0,NA,0,"1110",1.7,"feb 4_5","R_3EB8HPuOzQRO1PD",NA,1
"1343",1,"True",5,2,65,"Female",0,0,0,0,"1900",3.2,"feb 4_5","R_295m3vzCoaOm1aE",3,1
"1344",1,"True",7,3,73,"Female",2,1,0,1,"4505",3.8,"feb 4_5","R_WrmJSZLDuxwbSFz",-1,1
"1345",0,"CND",5,4,36,"Female",2,0,0,0,"2549",4.9,"feb 4_5","R_1DtJTQJNW5VZduL",-1,1
"1346",1,"True",5,3,40,"Female",0,2,0,0,"732",3.2,"feb 4_5","R_viWMe8iXQFrgSgF",0,1
"1347",1,"True",6,4,44,"Female",0,3,0,1,"8732",4.5,"feb 4_5","R_BqYnfC0ehtS5fup",0,1
"1348",1,"True",6,3,59,"Female",1,2,0,0,"4298",4.4,"feb 4_5","R_1NrZh5oN6wzCm2l",0,1
"1349",1,"True",7,3,64,"Female",1,1,0,1,"2990",4.2,"feb 4_5","R_2CKazimdGNGqdTd",0,1
"1350",1,"True",5,3,43,"Female",1,4,0,0,"1736",4,"feb 4_5","R_3q7LpmjNCQUb6G5",1,1
"1351",0,"Misl/False",3,4,51,"Male",0,0,0,0,"1308",2.8,"feb 5_2","R_3MleZHStnwLCwX6",2,1
"1352",1,"True",7,2,48,"Male",1,2,0,1,"1442",5,"feb 5_2","R_2q8yC1IF8Mf7M4q",2,1
"1353",1,"True",7,3,70,"Male",0,1,1,1,"3428",4.3,"feb 5_2","R_2ZO0MoBK4OKdxOp",-2,1
"1354",1,"True",7,1,66,"Male",0,2,1,0,"1300",4.2,"feb 5_2","R_21BNQpMd8UtHyMj",-2,1
"1355",0,"Misl/False",3,1,44,"Male",1,2,NA,0,"805",4.6,"feb 5_2","R_3Lcg34VFgj0IFBQ",NA,1
"1356",0,"Misl/False",2,1,75,"Male",0,3,0,0,"1404",1.7,"feb 5_2","R_dpox5Ykr0gvdgtz",1,1
"1357",1,"True",7,3,31,"Male",1,1,1,0,"1246",3.7,"feb 5_2","R_PNWjnZ3dwPzpTW1",-3,1
"1358",1,"True",5,1,19,"Male",3,2,NA,1,"621",4.6,"feb 5_2","R_3KusmYPwVzGBdjC",NA,1
"1359",1,"True",1,3,18,"Male",1,3,1,0,"492",4.1,"feb 5_2","R_2Wx4sMS94mhNDJL",-2,1
"1360",1,"True",7,1,44,"Male",0,0,0,0,"1583",3,"feb 5_2","R_3KDE3euZeGz6kTY",0,1
"1361",0,"CND",4,1,52,"Male",0,4,0,1,"1231",5,"feb 5_2","R_3nT20l4kCyNIEQr",0,1
"1362",1,"True",5,1,19,"Male",3,3,1,0,"467",3.4,"feb 5_2","R_3hF2tWKb9BpDZyU",-1,1
"1363",1,"True",5,1,47,"Male",0,0,0,1,"889",5,"feb 5_2","R_24vixrI5qN7sfDS",1,1
"1364",1,"True",7,3,58,"Male",2,1,0,0,"1368",4.8,"feb 5_2","R_XBr1bhpY1CXqLm1",3,1
"1365",0,"CND",4,1,63,"Male",0,0,0,1,"2275",2,"feb 5_2","R_24FWomSB7VZrRkk",0,1
"1366",1,"True",4,2,63,"Male",0,2,0,1,"1601",3.8,"feb 5_2","R_3RkkzrCumfISxnz",0,1
"1367",1,"True",5,2,30,"Male",1,3,0,0,"969",3.8,"feb 5_2","R_3fxbFNNPY4ebCeX",3,1
"1368",1,"True",5,2,28,"Male",2,2,0,0,"1240",4.2,"feb 5_2","R_1mEi0ehZ7RGD73j",1,1
"1369",0,"Misl/False",4,3,27,"Male",0,2,1,1,"387",3.7,"feb 5_2","R_2BfbbgrMMDznkGD",-1,1
"1370",0,"Misl/False",1,2,30,"Female",1,1,0,0,"547",5,"feb 5_2","R_2PiDCGXrOD9Wju5",1,1
"1371",0,"Misl/False",2,1,54,"Female",1,2,0,0,"915",4.7,"feb 5_2","R_2SIUb15GTqpALbn",0,1
"1372",0,"CND",3,1,38,"Female",1,2,0,0,"937",3.8,"feb 5_2","R_3GkUO8oyKh7coTh",0,1
"1373",1,"True",5,1,60,"Female",0,0,0,0,"1355",1.2,"feb 5_2","R_XpT67boMd9Xu6mB",0,1
"1374",1,"True",7,2,35,"Female",0,0,0,0,"1515",3,"feb 5_2","R_25NPkvbUWcUulks",3,1
"1375",0,"CND",4,1,74,"Female",0,3,0,0,"2717",2.7,"feb 5_2","R_27OScQig6BDraHF",0,1
"1376",0,"Misl/False",2,3,45,"Female",1,1,0,1,"1946",4.3,"feb 5_2","R_12RsboIkDoYhBGg",2,1
"1377",0,"Misl/False",4,4,42,"Female",1,3,0,0,"1264",4.5,"feb 5_2","R_2fC1CR0odsRivHf",2,1
"1378",1,"True",6,4,37,"Female",3,2,0,1,"692",3,"feb 5_2","R_22m3oxeKIM0ynxX",3,1
"1379",1,"True",4,1,28,"Female",1,3,0,0,"775",3.7,"feb 5_2","R_3dYDiMNU4sbA5bi",2,1
"1380",0,"CND",4,1,34,"Female",1,2,NA,0,"613",2.5,"feb 5_2","R_3Mz27tdfpefb6xh",NA,1
"1381",0,"Misl/False",1,3,22,"Female",3,3,0,0,"4217",3.8,"feb 5_2","R_2xJ0OdP4VjIOoPe",1,1
"1382",1,"True",6,2,34,"Female",1,3,0,0,"4333",4.3,"feb 5_2","R_ZeffOQWDfXk52Lf",0,1
"1383",0,"Misl/False",2,3,30,"Female",1,2,0,0,"874",3.7,"feb 5_2","R_2Epo6fdXNhI68ua",0,1
"1384",0,"CND",5,3,47,"Male",2,0,0,1,"1089",4,"feb 5_4","R_2CP9G33SJO9B06t",0,1
"1385",1,"True",6,1,42,"Male",0,1,0,0,"1320",4.8,"feb 5_4","R_1n0IeTLOMnlkZrm",1,1
"1386",1,"True",7,2,55,"Male",1,2,0,1,"799",3.1,"feb 5_4","R_1QxPBUYtqOn1GjA",2,1
"1387",1,"True",5,3,40,"Male",2,0,0,0,"611",4.1,"feb 5_4","R_7UsT7OzNMR3myiJ",-2,1
"1388",1,"True",7,3,72,"Male",1,1,0,1,"1178",4.2,"feb 5_4","R_3PYozdbI1tr7L9g",2,1
"1389",0,"CND",4,3,48,"Male",0,0,0,0,"1766",4.1,"feb 5_4","R_3ff0lz5JRayEnRJ",2,1
"1390",0,"CND",4,2,70,"Male",1,3,0,1,"1105",3.3,"feb 5_4","R_26gQl4Xi5D4y4em",3,1
"1391",1,"True",6,1,69,"Male",1,3,0,1,"921",2.8,"feb 5_4","R_1gCTKI2ApSUA15p",1,1
"1392",1,"True",7,3,25,"Male",1,1,0,0,"1638",4.4,"feb 5_4","R_x0lAmyXE6A6iFJn",-2,1
"1393",1,"True",7,3,39,"Male",3,1,0,1,"2604",4.1,"feb 5_4","R_r3GIzAbmejmaPa9",-2,1
"1394",1,"True",7,2,33,"Male",1,0,0,0,"1166",4.2,"feb 5_4","R_W6ASEsairAaZkd3",-2,1
"1395",1,"True",7,4,49,"Male",3,3,0,1,"1070",4,"feb 5_4","R_PS5WTF2VoRzCbTj",0,1
"1396",1,"True",7,1,66,"Male",2,1,0,1,"1032",1.2,"feb 5_4","R_QfVLmaDgmoGTpnj",-1,1
"1397",1,"True",7,1,51,"Male",0,2,0,0,"1327",4.1,"feb 5_4","R_3Rk34oP01eUAaIo",1,1
"1398",1,"True",7,2,34,"Female",1,4,0,0,"2227",4.6,"feb 5_4","R_cMB2NFVU6lBY7Bf",-3,1
"1399",1,"True",7,2,23,"Male",0,2,0,0,"684",2.8,"feb 5_4","R_1eJoBP4aellHw3g",-2,1
"1400",1,"True",4,1,18,"Male",0,1,0,0,"7484",4.6,"feb 5_4","R_3jVgKjBm7TBtyAe",-2,1
"1401",1,"True",6,1,30,"Female",2,2,NA,1,"898",4.4,"feb 5_4","R_yQiS5smAvh1mOYx",NA,1
"1402",1,"True",7,1,61,"Male",0,4,0,1,"2703",1.6,"feb 5_4","R_2V2BcRE5ozEn2GD",1,1
"1403",1,"True",7,2,54,"Male",0,3,0,0,"1620",3.7,"feb 5_4","R_1C11wBJPgFIa3A2",2,1
"1404",1,"True",7,1,51,"Male",0,0,0,1,"2213",4.6,"feb 5_4","R_1K3z19bpo43KcBY",2,1
"1405",1,"True",5,3,32,"Male",1,3,0,1,"1250",4.8,"feb 5_4","R_PBXE0j7o6eqZFm1",1,1
"1406",1,"True",7,1,20,"Female",0,3,0,0,"1178",4.4,"feb 5_4","R_2qlwrRIFWPnsrq9",-1,1
"1407",1,"True",7,2,54,"Male",1,1,0,1,"1240",3.3,"feb 5_4","R_3nJFxTX8ix22MnL",0,1
"1408",1,"True",6,1,18,"Female",3,3,0,0,"442",3.5,"feb 5_4","R_117puSRmuwuVtB8",-1,1
"1409",1,"True",7,3,34,"Female",2,1,0,0,"850",3,"feb 5_4","R_3nlrIq94LWtVbf6",-1,1
"1410",1,"True",7,1,49,"Female",1,1,0,0,"1057",2.8,"feb 5_4","R_3mgiMG7XNEz3QtO",0,1
"1411",1,"True",6,3,61,"Female",2,4,0,1,"1040",3.8,"feb 5_4","R_1GuWBh4VTKb4khV",-2,1
"1412",1,"True",7,2,58,"Female",1,2,0,0,"2179",4.8,"feb 5_4","R_1cUPU0FK5Ay6nFV",0,1
"1413",0,"CND",3,3,39,"Female",1,0,0,0,"2531",4.8,"feb 5_4","R_2qvHSeHBwfddPgb",0,1
"1414",1,"True",7,5,43,"Female",3,2,0,0,"1088",4,"feb 5_4","R_tGpvDFZveM4rhfz",-1,1
"1415",1,"True",1,3,35,"Female",2,1,0,0,"3169",3.8,"feb 5_4","R_2diEelR2Azl434t",0,1
"1416",1,"True",7,3,38,"Female",1,4,0,1,"2539",4.5,"feb 5_4","R_2y2hni2ixVhy3Kk",-2,1
